	Ensemble						Hommes						Femmes														
Haute-Corse	33572	37664	32176	18124	8951	130487	17333	21496	17052	8297	3194	67372	16239	16168	15124	9827	5757	63115									
Côte-d'Or	148589	142149	101981	50785	27341	470845	75248	71763	50704	22977	9422	230114	73341	70386	51277	27808	17919	240731									
Côtes-d'Armor	162659	136949	126579	75974	34547	536708	83707	70769	62287	33110	10692	260565	78952	66180	64292	42864	23855	276143									
Creuse	33122	31544	35409	25043	15909	141027	17075	16729	17862	11582	5780	69028	16047	14815	17547	13461	10129	71999									
Dordogne	97183	92625	93920	61288	31669	376685	49946	47164	46142	28708	11312	183272	47237	45461	47778	32580	20357	193413									
Doubs	161506	147209	103046	44304	20080	476145	82066	75457	51949	19578	6749	235799	79440	71752	51097	24726	13331	240346									
Drôme	118126	109156	87969	45826	23580	384657	60739	55315	43771	20674	8186	188685	57387	53841	44198	25152	15394	195972									
Eure	152356	135571	97451	47130	23126	455634	78049	69092	49372	21289	7855	225657	74307	66479	48079	25841	15271	229977									
Eure-et-Loir	115289	104230	76747	40946	20832	358044	59274	53293	38921	18987	7713	178188	56015	50937	37826	21959	13119	179856									
Finistère	249875	220303	192875	111837	49681	824571	128045	114529	93683	47810	16252	400319	121830	105774	99192	64027	33429	424252									
Gard	147501	145312	124931	69904	36012	523660	75901	73731	61263	32129	12183	255207	71600	71581	63668	37775	23829	268453									
Haute-Garonne	230865	254806	188231	94916	47517	816335	117763	127422	91859	43141	16775	396960	113102	127384	96372	51775	30742	419375									
Gers	44741	43168	44581	27212	14892	174594	23136	22188	22605	13144	5707	86780	21605	20980	21976	14068	9185	87814									
Gironde	322890	332877	253659	134354	73448	1117228	164499	165901	123353	59384	23754	536891	158391	166976	130306	74970	49694	580337									
Hérault	194488	199322	158375	94562	48707	695454	99116	99145	76249	43007	17121	334638	95372	100177	82126	51555	31586	360816									
Ille-et-Vilaine	244822	218058	163240	80771	35626	742517	124535	109489	79777	34825	10568	359194	120287	108569	83463	45946	25058	383323									
Indre	66858	61920	57619	36673	21090	244160	34210	32271	28558	17048	7752	119839	32648	29649	29061	19625	13338	124321									
Indre-et-Loire	156123	144959	109144	59327	31868	501421	79037	72568	53886	27042	11133	243666	77086	72391	55258	32285	20735	257755									
Isère	293846	288109	207044	90326	44303	923628	150655	146784	104460	40037	14410	456346	143191	141325	102584	50289	29893	467282									
Jura	75197	65567	55139	30749	15870	242522	38585	33790	27348	13992	5642	119357	36612	31777	27791	16757	10228	123165									
Landes	81821	76986	72088	42146	22879	295920	42179	39275	35770	19231	7869	144324	39642	37711	36318	22915	15010	151596									
Loir-et-Cher	87009	78847	65746	40002	22690	294294	44528	40417	32882	18404	8256	144487	42481	38430	32864	21598	14434	149807									
Loire	227665	206843	174459	86788	44617	740372	116175	104824	85995	37914	13977	358885	111490	102019	88464	48874	30640	381487									
Haute-Loire	58516	53058	49451	28557	16476	206058	30076	27754	24750	12724	5676	100980	28440	25304	24701	15833	10800	105078									
Loire-Atlantique	329121	287843	217741	101064	49261	985030	168393	144396	105935	43414	14680	476818	160728	143447	111806	57650	34581	508212									
Loiret	163459	157763	115126	60053	31320	527721	83235	80232	57535	27529	11481	260012	80224	77531	57591	32524	19839	267709									
Lot	39601	38433	37743	24858	13271	153906	20326	19712	18647	11597	4817	75099	19275	18721	19096	13261	8454	78807									
Lot-et-Garonne	81597	77111	72636	43665	22308	297317	41698	38839	35699	20546	8081	144863	39899	38272	36937	23119	14227	152454									
Lozère	20561	19679	16929	11037	6261	74467	10565	10521	8740	5152	2294	37272	9996	9158	8189	5885	3967	37195									
Maine-et-Loire	233484	189367	138678	68897	37024	667450	119121	95527	67714	30545	12510	325417	114363	93840	70964	38352	24514	342033									
Manche	148231	122588	108876	58158	25770	463623	75800	63511	53532	25464	7428	225735	72431	59077	55344	32694	18342	237888									
Marne	178632	168131	114249	52787	27173	540972	91195	85527	57343	23064	9317	266446	87437	82604	56906	29723	17856	274526									
Haute-Marne	69251	58757	46592	24015	12216	210831	35674	30714	23542	10938	4230	105098	33577	28043	23050	13077	7986	105733									
Mayenne	89615	72982	60561	31798	15201	270157	45953	37056	29779	14008	4750	131546	43662	35926	30782	17790	10451	138611									
Meurthe-et-Moselle	229157	218340	164799	70938	34204	717438	116936	111917	81941	30513	11091	352398	112221	106423	82858	40425	23113	365040									
Meuse	64214	55217	45643	23361	12420	200855	33268	28738	22894	10290	4209	99399	30946	26479	22749	13071	8211	101456									
Morbihan	188379	157447	135980	73854	31080	586740	97061	81591	66753	31912	9802	287119	91318	75856	69227	41942	21278	299621									
Moselle	333350	305997	236766	92398	37723	1006234	170878	157701	120206	40548	12742	502075	162472	148296	116560	51850	24981	504159									
Nièvre	65648	60937	56159	36400	21668	240812	33779	31484	28027	16472	7698	117460	31869	29453	28132	19928	13970	123352									
Nord	866491	738773	549158	241623	119498	2515543	442574	375576	270683	101336	38229	1228398	423917	363197	278475	140287	81269	1287145									
Oise	223095	201950	137079	58838	30990	651952	114527	103943	70611	26521	10603	326205	108568	98007	66468	32317	20387	325747									
Orne	95398	79540	67623	35051	17536	295148	48826	40843	33441	15624	5590	144324	46572	38697	34182	19427	11946	150824									
Pas-de-Calais	482587	393989	315421	150814	66574	1409385	246565	201502	153326	63336	21295	686024	236022	192487	162095	87478	45279	723361									
Puy-de-Dôme	173757	176703	139432	67781	34850	592523	88824	90612	69547	30291	11464	290738	84933	86091	69885	37490	23386	301785									
Pyrénées-Atlantiques	156431	147796	132057	75888	39924	552096	79787	74253	64791	33867	13481	266179	76644	73543	67266	42021	26443	285917									
Hautes-Pyrénées	61051	60506	57151	32693	16149	227550	31360	30602	28051	15061	5512	110586	29691	29904	29100	17632	10637	116964									
Pyrénées-Orientales	87325	80324	80396	55001	25473	328519	44913	39643	38471	25501	9510	158038	42412	40681	41925	29500	15963	170481									
Bas-Rhin	281634	283205	203017	96057	45818	909731	143341	146036	100069	39252	15197	443895	138293	137169	102948	56805	30621	465836									
Haut-Rhin	201873	197917	149916	64904	33088	647698	103235	102430	74853	26496	10400	317414	98638	95487	75063	38408	22688	330284									
Rhône	445194	448108	332680	143676	72529	1442187	226612	224885	165569	60786	22629	700481	218582	223223	167111	82890	49900	741706									
Haute-Saône	74697	63154	49977	28000	14657	230485	38559	32745	25225	12432	5052	114013	36138	30409	24752	15568	9605	116472									
Saône-et-Loire	171997	152210	133717	73523	40342	571789	88332	78114	66772	33022	14026	280266	83665	74096	66945	40501	26316	291523									
Sarthe	164689	139379	109544	58805	30247	502664	84707	70729	53938	26537	10173	246084	79982	68650	55606	32268	20074	256580									
Savoie	97485	96180	73913	35539	17413	320530	50000	49386	37258	16059	5939	158642	47485	46794	36655	19480	11474	161888									
Haute-Savoie	153414	156986	107726	46793	21081	486000	78733	79705	54390	20807	7167	240802	74681	77281	53336	25986	13914	245198									
Paris	435204	773266	524120	296262	166476	2195328	218867	383989	247522	113881	50410	1014669	216337	389277	276598	182381	116066	1180659									
Seine-Maritime	389419	359178	259376	123012	58800	1189785	198776	182509	127868	53574	18836	581563	190643	176669	131508	69438	39964	608222									
Seine-et-Marne	290440	272060	184800	75452	41147	863899	148601	136729	94666	33656	14153	427805	141839	135331	90134	41796	26994	436094									
Yvelines	392389	382279	275406	82977	43722	1176773	201282	191433	140841	36461	13672	583689	191107	190846	134565	46516	30050	593084									
Deux-Sèvres	107114	90978	77466	43186	23158	341902	55256	46395	38734	20223	8749	169357	51858	44583	38732	22963	14409	172545									
Somme	181005	155556	115409	60099	31417	543486	92167	79034	57174	26711	11099	266185	88838	76522	58235	33388	20318	277301									
Tarn	93001	87010	84888	47561	26859	339319	48123	43808	41728	22006	9781	165446	44878	43202	43160	25555	17078	173873									
Tarn-et-Garonne	52778	49429	45445	27526	14220	189398	27085	25260	22308	12853	5267	92773	25693	24169	23137	14673	8953	96625									
Var	185470	190296	166368	105798	46606	694538	95958	97234	81531	48410	16060	339193	89512	93062	84837	57388	30546	355345									
Vaucluse	124889	121752	97865	51918	24743	421167	64183	62253	48519	23518	8702	207175	60706	59499	49346	28400	16041	213992									
Vendée	155745	128574	105225	58821	29183	477548	79953	66036	52145	26714	9996	234844	75792	62538	53080	32107	19187	242704									
Vienne	111565	103896	81236	46862	25678	369237	56742	52848	40489	21826	9432	181337	54823	51048	40747	25036	16246	187900									
Haute-Vienne	90822	96837	85309	52390	29792	355150	46256	48891	41951	23846	10582	171526	44566	47946	43358	28544	19210	183624									
Vosges	127498	109945	88996	46443	23581	396463	65354	56775	44044	19811	7491	193475	62144	53170	44952	26632	16090	202988									
Yonne	90256	81615	67325	44090	25809	309095	46481	42389	34051	20172	9600	152693	43775	39226	33274	23918	16209	156402									
Territoire de Belfort	41913	39961	29984	12966	6632	131456	21649	20729	15159	5564	2123	65224	20264	19232	14825	7402	4509	66232									
Essonne	327433	318377	226614	67368	37493	977285	167860	160086	116019	29786	11927	485678	159573	158291	110595	37582	25566	491607									
Hauts-de-Seine	360362	461478	355383	143183	74280	1394686	182845	232396	176590	59754	22661	674246	177517	229082	178793	83429	51619	720440									
Seine-Saint-Denis	411102	434041	316462	107441	52769	1321815	210075	221020	161103	45784	16523	654505	201027	213021	155359	61657	36246	667310									
Val-de-Marne	344584	391743	292032	108018	58928	1195305	175649	197133	144393	45840	17809	580824	168935	194610	147639	62178	41119	614481									
Val-d'Oise	302302	295852	207285	65746	35392	906577	154813	148381	105184	28766	11110	448254	147489	147471	102101	36980	24282	458323									
	16379718	15880220	12419113	6189906	3159673	54028630	8377919	8066211	6156396	2723124	1057326	26380976	8001799	7814009	6262717	3466782	2102347	27647654									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
